"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"227006_at",-2.35453802845055,-0.00741837544230769,-14.8670318663655,1.03201570099096e-31,1.36623386081552e-29,61.5005334587881,"PPP1R14A"
"242868_at",-2.50449117415385,-0.00604246700000001,-14.8588658259535,1.08546140462519e-31,1.42866689987431e-29,61.4504337463837,NA
"242809_at",-2.18118119843736,-0.00409334913461539,-14.8586995476472,1.08657801076204e-31,1.42866689987431e-29,61.4494135551892,"IL1RL1"
"227088_at",-2.18526084102637,-0.00619863658333334,-14.8586345261199,1.08701496176993e-31,1.42866689987431e-29,61.4490146186986,"PDE5A"
"235306_at",-2.52898542571648,-0.0053047324423077,-14.851986619681,1.13263152700415e-31,1.48505104889573e-29,61.4082250220977,"GIMAP8"
"224339_s_at",-1.59460781708352,-0.0167648471602564,-14.8453892741562,1.17979732621058e-31,1.53219522115353e-29,61.3677423618916,"ANGPTL1"
"205898_at",-3.01348482378681,-0.0233628096858974,-14.8447511147384,1.18446276698104e-31,1.53460904703053e-29,61.3638263116657,"CX3CR1"
"200878_at",-2.05399449323297,-0.00850350326282051,-14.8405087620144,1.21595109411206e-31,1.57168146738952e-29,61.3377924364066,"EPAS1"
"219371_s_at",-1.95736286788132,-0.0170659899871795,-14.8367787714198,1.24432868029058e-31,1.60456770270961e-29,61.3149016371004,"KLF2"
"210066_s_at",-2.2911401838967,-0.0164298486217949,-14.8355212095927,1.25404496146389e-31,1.61329195924796e-29,61.3071837965391,"AQP4"
"1556402_at",-1.5512590959978,-0.00305538853205129,-14.8280575473645,1.31329610543841e-31,1.68555081138134e-29,61.2613757736066,NA
"218418_s_at",-1.6214688052945,-0.00745117267307692,-14.8252098870294,1.33663480980295e-31,1.71148731208376e-29,61.2438972375822,"KANK2"
"211416_x_at",-2.1344468705011,-0.00341591273076923,-14.8220875697555,1.36270243542027e-31,1.7407886835655e-29,61.2247321996816,"GGTLC1"
"203766_s_at",-1.93864368345055,-0.0111549959358974,-14.8161248874178,1.41390736073769e-31,1.80199032513597e-29,61.1881307478472,"LMOD1"
"205357_s_at",-2.61424563656044,-0.00854139055769231,-14.8143124234049,1.42985080615223e-31,1.81807192619472e-29,61.1770045561265,"AGTR1"
"213169_at",-2.07306879081099,-0.0158382758653846,-14.7990246186081,1.5717032113597e-31,1.9938021596541e-29,61.0831474254037,"SEMA5A"
"204468_s_at",-2.17581226973187,-0.0183739302564103,-14.793295172844,1.62842607128707e-31,2.0609767464727e-29,61.0479679036041,"TIE1"
"204731_at",-2.49734951252527,-0.00564488591666668,-14.7877707776255,1.68506045601052e-31,2.12772934023961e-29,61.01404511679,"TGFBR3"
"206380_s_at",-1.18984124743956,0.000246406608974358,-14.778202120699,1.78786467417918e-31,2.25233873411858e-29,60.9552830319378,"CFP"
"226303_at",-2.41159514553626,-0.0129409281730769,-14.7743479614386,1.83102757944379e-31,2.3014122507147e-29,60.9316123447582,"PGM5"
"243929_at",-3.67321078542857,0.00357715165384615,-14.7617551780229,1.97946776425992e-31,2.48227981676402e-29,60.8542649464323,NA
"227108_at",-1.26867686818022,-0.00137429973076923,-14.7538302443307,2.07900646817808e-31,2.5951981426401e-29,60.8055824513298,"STARD9"
"1556601_a_at",-1.42940731408791,-0.00109908667948718,-14.7513152167414,2.11163229401856e-31,2.62992017483975e-29,60.7901317941257,"SPATA13"
"225144_at",-1.40638428323736,-0.00324458144230769,-14.7505893420233,2.12114363589469e-31,2.63576200664868e-29,60.7856724165102,"BMPR2"
"235199_at",-1.74969155313407,-0.0113132764871795,-14.7501520950042,2.12689371020717e-31,2.63691414071603e-29,60.782986191172,"RNF125"
"232686_at",-1.14951283665494,-0.00309406119230769,-14.7497843063289,2.13174245463732e-31,2.63694612459944e-29,60.7807266720776,"SIGLEC17P"
"203065_s_at",-2.69407793502417,-0.0149401193589744,-14.7451918671405,2.19322764047667e-31,2.70687858336483e-29,60.7525120730896,"CAV1"
"232224_at",-1.41552903464835,0.0015384335576923,-14.7434246402238,2.21735855129135e-31,2.73049727008681e-29,60.7416543392639,"MASP1"
"206488_s_at",-2.60231187982198,-0.0291636011217949,-14.7420152915801,2.236793267282e-31,2.74823981772232e-29,60.7329952243605,"CD36"
"208944_at",-1.84844105030769,-0.0146382142692308,-14.7343411836341,2.3456521996501e-31,2.87552766851725e-29,60.6858425477703,"TGFBR2"
"228781_at",-1.20304314841978,-0.000505404096153841,-14.7239489106715,2.5015790121275e-31,3.05981728161232e-29,60.6219815929287,"STN1"
"225093_at",-1.37809284003736,-0.00582019439102564,-14.718110455375,2.59369297260481e-31,3.16540543029392e-29,60.5861006031218,"UTRN"
"238428_at",-1.15374300381538,-0.00467870602564102,-14.7126363045677,2.68314389357341e-31,3.26001983069169e-29,60.5524562536167,"KCNJ15"
"214265_at",-2.24039883533406,-0.00870547575000001,-14.7074746972034,2.77031709049326e-31,3.35104174607785e-29,60.5207308257776,"ITGA8"
"210004_at",-2.98626083915824,-0.0114408778782051,-14.7023411962372,2.85982995943721e-31,3.45168218614193e-29,60.489176246051,"OLR1"
"237390_at",-1.56087750955824,-0.00159940769871795,-14.6968749058678,2.95833363394824e-31,3.56270685982643e-29,60.4555739920852,"ADRA1A"
"211385_x_at",-1.26323520836483,-0.00872234867948718,-14.6895180351976,3.09629350922374e-31,3.7206559915782e-29,60.4103466167475,"SULT1A2"
"230661_at",-1.46701723841758,-0.00239935828205128,-14.6774344778153,3.33701934865155e-31,4.00113010718254e-29,60.3360528653349,NA
"230711_at",-1.78845836805494,-0.00392257659615385,-14.6726788588129,3.43682353931404e-31,4.11177958450755e-29,60.3068108668555,NA
"207358_x_at",-1.17863721590549,-0.00223894000641026,-14.6698929261499,3.49667420776261e-31,4.16515604159958e-29,60.2896795947937,"MACF1"
"203571_s_at",-3.00956480789011,-0.0244666225769231,-14.6571972884568,3.78291577340842e-31,4.4963243458936e-29,60.2116045152414,"ADIRF"
"237206_at",-1.82473267085494,0.00204994331410256,-14.6530859335291,3.88055489172355e-31,4.60237177234241e-29,60.1863182293656,"MYOCD"
"225673_at",-1.92638368238681,-0.0169601799871795,-14.6372715795735,4.28024427343687e-31,5.06541895346669e-29,60.0890432094949,"MYADM"
"236079_at",-1.29517084871209,0.000571584230769233,-14.6235473056119,4.66039403586828e-31,5.49153111877367e-29,60.0046100971242,NA
"221861_at",-1.49090914027253,-0.0134183299230769,-14.6213938030587,4.72304077161346e-31,5.55338181049389e-29,59.9913603313083,"ARRB1"
"203097_s_at",-1.1078280235978,-0.00212959705769231,-14.6137404227598,4.95258831712509e-31,5.81078897508185e-29,59.9442690647674,"RAPGEF2"
"1553645_at",-2.01340530450989,-0.0125833659230769,-14.6108981776352,5.04065344238607e-31,5.90145025615543e-29,59.9267796797132,"CCDC141"
"208981_at",-1.81834188334286,-0.0101317556730769,-14.5930045072473,5.63226259130144e-31,6.56596923623467e-29,59.8166603622512,"PECAM1"
"221886_at",-1.21249064225275,0.000659297250000001,-14.5909866658824,5.70319858238911e-31,6.62043274930201e-29,59.804240979633,"DENND2A"
"225602_at",-1.8899726673956,-0.0113666358269231,-14.5847649914553,5.92760177311862e-31,6.86634802850129e-29,59.7659461231868,"GLIPR2"
"228665_at",-1.96217219525055,-0.00859477458333332,-14.5744611234981,6.3188651820706e-31,7.28869100906561e-29,59.7025191725427,"CYYR1"
"1562921_at",-2.32413224467912,0.00477491901923078,-14.5698131332057,6.50372947689433e-31,7.48613492945679e-29,59.6739053942663,"EP300-AS1"
"206651_s_at",-3.6540624966022,0.00222885267948718,-14.5682763232079,6.56603716019459e-31,7.54197650700923e-29,59.6644442161241,"CPB2"
"225817_at",-2.26816801346154,-0.0102287696217949,-14.5646580415565,6.71510669055759e-31,7.69703266889384e-29,59.6421680760422,"CGNL1"
"238554_at",-1.06174704968571,-0.000804311711538462,-14.5561939131048,7.07719752286709e-31,8.07819988648764e-29,59.5900547092651,"CYB5B"
"239919_at",-1.51069198287253,-0.0027338631474359,-14.5545806442761,7.14840015366965e-31,8.14247455003934e-29,59.5801213066202,"TBX5-AS1"
"239464_at",-1.20458146588791,-0.00477638812179487,-14.5077065822752,9.56228332428532e-31,1.08243859369627e-28,59.2914254466436,"KCNJ15"
"219282_s_at",-1.63819001519121,-0.0214677971794872,-14.5039570752029,9.78749354132669e-31,1.10564299457032e-28,59.268325914624,"TRPV2"
"218820_at",-2.11029990605494,-0.00928353660897436,-14.5023744158217,9.8841419103061e-31,1.11425867823915e-28,59.2585753642603,"C14orf132"
"203143_s_at",-1.47174644908132,-0.0153475136410256,-14.4971369666758,1.02108466456219e-30,1.14636147915683e-28,59.2263069460944,"KIAA0040"
"41644_at",-1.32797976287912,-0.00831217891025641,-14.4964965807691,1.0251528162314e-30,1.14857029154614e-28,59.2223613415261,"SASH1"
"212326_at",-1.22783057770769,-0.00850544903205128,-14.4944058512233,1.03854787975052e-30,1.16119847291124e-28,59.2094795544233,"VPS13D"
"223315_at",-2.54533253188132,-0.00478519367948717,-14.4903002807647,1.06536415095511e-30,1.18875071333614e-28,59.1841827051063,"NTN4"
"201348_at",-2.59967862773406,-0.0200964244038462,-14.4837692803424,1.10945920474765e-30,1.23543140569405e-28,59.1439390176148,"GPX3"
"240189_at",-1.83931571174066,0.00169021883333334,-14.4735883993944,1.1818716482471e-30,1.3107268228785e-28,59.0811992652021,"ACOXL"
"212950_at",-2.79984021184176,-0.0101847598974359,-14.471003318933,1.20100009923752e-30,1.32924454303262e-28,59.0652675871804,"ADGRF5"
"240156_at",-1.86312566601978,-0.00976342068589744,-14.4332503291229,1.51843406606883e-30,1.67379803553051e-28,58.832547937992,NA
"220150_s_at",-1.9576825929011,0.00635283855128205,-14.4195044874274,1.65382908989606e-30,1.81937838008183e-28,58.7477915303104,"FAM184A"
"209447_at",-1.9488531303011,-0.0132335216602564,-14.4182563621864,1.66670637848877e-30,1.8291229137291e-28,58.7400950186832,"SYNE1"
"223126_s_at",-1.55370882028791,-0.00979956612179487,-14.417998642117,1.66937783987347e-30,1.8291229137291e-28,58.7385057860747,"C1orf21"
"49111_at",-1.43442256699121,-0.0124562959038462,-14.4165941325033,1.68401219413864e-30,1.8414673342906e-28,58.729844791498,"ARRB1"
"240665_at",-1.92251672527033,-0.00739847275641025,-14.4121937427319,1.73069950683625e-30,1.88497999076239e-28,58.7027086849615,NA
"219563_at",-1.66589919841538,-0.0137673389166667,-14.407184697529,1.78542456291402e-30,1.93686682494691e-28,58.6718176164095,"SYNE3"
"210096_at",-4.45401279487253,0.0117717841346154,-14.4056836624887,1.80215882672228e-30,1.95114918516913e-28,58.662560329411,"CYP4B1"
"232298_at",-1.44772840594505,-0.00215666033974359,-14.4040784944239,1.82022789224975e-30,1.96681739147737e-28,58.6526606639582,"MBNL1-AS1"
"219869_s_at",-2.74283155301758,-0.0288926617628205,-14.3953472606431,1.92173967328236e-30,2.07240861216396e-28,58.598808984973,"SLC39A8"
"213069_at",-1.65440639185275,-0.0171318573397436,-14.3915398716307,1.96776286901325e-30,2.1137020601827e-28,58.5753245839423,"HEG1"
"203615_x_at",-1.37642373339341,-0.0136844410641026,-14.3882271745819,2.00870359065624e-30,2.15344840821823e-28,58.5548907355884,"SULT1A1"
"211726_s_at",-3.00537081277143,-0.0156773416858974,-14.3749449924242,2.18160474901106e-30,2.33423169573737e-28,58.4729545850291,"FMO2"
"240385_at",-1.63918967920879,-0.0118168453846154,-14.367121852158,2.29033950501312e-30,2.44578735227719e-28,58.4246892852859,NA
"228094_at",-1.84668172583736,-0.0128476088461538,-14.3539452216998,2.48589525024339e-30,2.64944099039098e-28,58.3433864727804,"JAML"
"238036_at",-1.19532098336483,-0.00453301196794872,-14.3380441959504,2.74428553972742e-30,2.91347207542906e-28,58.2452587920175,"SHE"
"225778_at",-1.14325331617582,-0.00657495915384616,-14.3260488969289,2.95686532436767e-30,3.13307386840702e-28,58.1712233507035,"RBMS2"
"223395_at",-2.84451097021319,-0.0153749285576923,-14.3198285946348,3.07351728083644e-30,3.25037828490778e-28,58.1328278347644,"ABI3BP"
"211998_at",-1.84201996971648,-0.00516628503205128,-14.3192635906867,3.08433872727252e-30,3.25552548095802e-28,58.1293401636901,"H3-3B"
"209612_s_at",-4.56321997205714,-0.0491240003717949,-14.3057489845975,3.35486888783939e-30,3.52745108543497e-28,58.0459108809732,"ADH1B"
"211890_x_at",-1.16375214316703,-0.0148557415705128,-14.2748753463951,4.06544302263821e-30,4.26637422769182e-28,57.8552769027076,"CAPN3"
"232852_at",-1.53652770116923,0.000831006179487176,-14.2666856659644,4.27802992371095e-30,4.4722999250267e-28,57.8046985677537,NA
"235830_at",-1.0668200258967,-0.000985821250000004,-14.2597357422857,4.46714673171643e-30,4.64964658691883e-28,57.7617735615263,"NT5DC1"
"227408_s_at",-1.67764172376483,-0.00439538049358974,-14.2595187115081,4.47318537671569e-30,4.64964658691883e-28,57.7604330605588,"SNX25"
"229985_at",-2.25177831261099,0.00371639480769231,-14.2556122306826,4.58328778496315e-30,4.75505236513966e-28,57.7363040012255,"BTNL9"
"241950_at",-1.39776173834066,-0.00717876726282051,-14.2299666614649,5.37667532910212e-30,5.53615298716871e-28,57.5778765363884,"WWC1"
"203835_at",-1.92482922635824,-0.0172041850320513,-14.2207672686046,5.69363992364389e-30,5.85149930122612e-28,57.5210368498722,"LRRC32"
"205632_s_at",-2.35516387631868,-0.00111743267307692,-14.2178867586333,5.79668466606281e-30,5.94622390463384e-28,57.5032381804948,"PIP5K1B"
"210002_at",-2.4145836456967,-0.0255688497179487,-14.2111714469335,6.04422382526126e-30,6.17697079712448e-28,57.4617423325005,"GATA6"
"219478_at",-2.32373532733626,-0.00413824775641025,-14.1953497971222,6.6701131523147e-30,6.79121855871148e-28,57.3639650930154,"WFDC1"
"214053_at",-1.86223450634066,-0.00153188587820514,-14.1947159393053,6.69649773409991e-30,6.80540917494261e-28,57.3600475619977,"ERBB4"
"204072_s_at",-2.33503950244395,-0.0116250426410256,-14.1793384273849,7.36962885498637e-30,7.44795670326025e-28,57.2650001790846,"FRY"
"212327_at",-2.93955698955604,-0.0120896431025641,-14.1691365146779,7.85319354137984e-30,7.89289258961292e-28,57.2019350921249,"LIMCH1"
"236940_at",-1.07388103875165,0.00433039723076923,-14.1563278148192,8.50556720377883e-30,8.53287865810289e-28,57.1227469561257,NA
"225557_at",-1.92161380836264,-0.0200981728269231,-14.1541567671542,8.62140369859149e-30,8.63324628608955e-28,57.1093237781882,"CSRNP1"
"209613_s_at",-4.67102335017362,-0.0514168339038461,-14.1402124613297,9.40401141379031e-30,9.3825606578282e-28,57.023102192966,"ADH1B"
"204440_at",-1.81640091014066,-0.0234080166282051,-14.1230670417361,1.04644815315105e-29,1.03797208763101e-27,56.9170716997363,"CD83"
"217232_x_at",-3.09112916523077,-0.00328660833333333,-14.1228386329032,1.04793889780031e-29,1.03797208763101e-27,56.9156590616712,"HBB"
"243584_at",-1.627357701,-0.0104591028653846,-14.1181650469274,1.07891310422403e-29,1.0667192400262e-27,56.8867537148037,NA
"225968_at",-1.64783514296923,0.00396164031410257,-14.1114501830613,1.12502788165153e-29,1.11030504385014e-27,56.8452212018263,"PRICKLE2"
"215603_x_at",-1.63082028978461,-0.00428504076923077,-14.1082029972075,1.1480311419694e-29,1.13096581418337e-27,56.825135904811,"GGT1"
"205083_at",-1.96821107685275,-0.0101193658717949,-14.1050926760104,1.17050641042259e-29,1.15103305737149e-27,56.805896609424,"AOX1"
"207122_x_at",-1.17613706863297,-0.0080983831025641,-14.1026532077184,1.18844199300629e-29,1.16448146895374e-27,56.7908065737209,"SULT1A2"
"209555_s_at",-2.67970198430769,-0.0292518424615385,-14.1014379654494,1.1974792043471e-29,1.17123748654164e-27,56.7832892145164,"CD36"
"241782_at",-2.15631090457143,-0.0061562175897436,-14.0960018075167,1.23875547725183e-29,1.20728976325747e-27,56.7496606869657,"NEBL"
"204811_s_at",-2.9827352372,-0.0041086030128205,-14.0900637289485,1.28547286225421e-29,1.25059125878557e-27,56.7129253092104,"CACNA2D2"
"218876_at",-2.41327677345494,-0.00636882803846154,-14.0806561452751,1.3631250510596e-29,1.32143372635964e-27,56.654722050871,"TPPP3"
"228311_at",-1.10367902428352,-0.00303071705769231,-14.0774616907659,1.39054733801399e-29,1.34563142842327e-27,56.6349573156181,"BCL6B"
"229759_s_at",-1.67130952261758,-0.00514069450641026,-14.0717176979874,1.44125304308232e-29,1.38977972011509e-27,56.5994166204031,"VEPH1"
"228193_s_at",-1.51867304310549,-0.00559438249358975,-14.0687352093905,1.46830742472381e-29,1.41089118535632e-27,56.5809618727334,NA
"235556_at",-1.42437796234066,-0.00539150916025641,-14.063785624823,1.51433251796432e-29,1.45001979719263e-27,56.5503342177522,"CREBRF"
"226553_at",-2.10211711866593,0.000591604173076924,-14.061432876296,1.53671408517621e-29,1.46887836725541e-27,56.5357751047727,"TMPRSS2"
"229824_at",-2.06231059007912,0.00178657093589743,-14.0605264240656,1.54542525273105e-29,1.47462697544625e-27,56.5301657778756,"SHC3"
"214696_at",-1.97459349324396,-0.0187060071923077,-14.0508738883412,1.64131177252174e-29,1.56067341152394e-27,56.4704308960102,"MIR22HG"
"61297_at",-1.40941690638681,-0.0105227157820513,-14.045083913015,1.70166409424237e-29,1.61525146445662e-27,56.4345970363153,"CASKIN2"
"220037_s_at",-2.32227832246593,-0.0150276042948718,-14.0430136911903,1.72377843897785e-29,1.63340703901411e-27,56.4217840863896,"LYVE1"
"1552509_a_at",-1.85529157795385,-0.00943667098076922,-14.0338244307045,1.82546556668551e-29,1.72677041277734e-27,56.3649073374467,"CD300LG"
"205237_at",-2.15962714281319,-0.00797478582051282,-14.0301640584112,1.86762450328183e-29,1.76359878613012e-27,56.3422502304738,"FCN1"
"242641_at",-1.21177775696483,0.00171217403205129,-14.0254473751533,1.92339062732425e-29,1.81000658431933e-27,56.3130536388519,"COL6A6"
"1555388_s_at",-1.61781707217143,-0.00294782044871795,-14.0237659671569,1.94367082170316e-29,1.82594849100722e-27,56.302645311594,"SNX25"
"43511_s_at",-1.65154125964395,-0.0161136976794872,-14.0111711053989,2.10255077867704e-29,1.95838098507951e-27,56.2246750863501,"ARRB1"
"237400_at",-1.74451279266813,-0.00393386758974359,-14.0098484747379,2.11997222751812e-29,1.97124968604683e-27,56.2164866541004,NA
"218501_at",-1.31174059113626,-0.00605262086538461,-14.0068880052693,2.15949269167464e-29,2.00458850453839e-27,56.1981579828542,"ARHGEF3"
"209897_s_at",-2.10702723640659,-0.0160276440833333,-14.0032171176231,2.20952294671299e-29,2.04755367985649e-27,56.1754303503363,"SLIT2"
"223686_at",-1.30693385650769,-0.000285984378205124,-14.0015786605415,2.23222642966597e-29,2.06492833595947e-27,56.1652859042374,"TPK1"
"211699_x_at",-3.31711743289011,-0.0104331002628205,-14.0013204597049,2.23582546847371e-29,2.06492833595947e-27,56.1636872500066,"HBA1"
"209710_at",-1.6168189492967,0.00764623598717949,-13.9981666655165,2.28025774296043e-29,2.10241302017473e-27,56.1441601943544,"GATA2"
"227198_at",-3.00564416689011,-0.0176476813782051,-13.9964521390601,2.30478278597461e-29,2.12144779163572e-27,56.1335442923687,"AFF3"
"210190_at",-1.53651441684396,-0.0115614633846154,-13.9950213456694,2.32545131292375e-29,2.13687479889254e-27,56.1246850693942,"STX11"
"217437_s_at",-1.7510816306989,-0.0159657593589744,-13.9797246524569,2.5583630658098e-29,2.34302346102431e-27,56.0299636795747,"TACC1"
"1569095_at",-1.50276546138242,-0.00976646700641025,-13.9790234663274,2.56958249003782e-29,2.34936325489662e-27,56.0256214364057,"MIR3945HG"
"219993_at",-1.89566766903297,-0.0158128569615385,-13.9732076185516,2.66455931975195e-29,2.42807968012396e-27,55.9896045505524,"SOX17"
"202910_s_at",-1.89760170822637,-0.0119643633525641,-13.971780329711,2.6884002624855e-29,2.44572852498161e-27,55.9807652346433,"ADGRE5"
"1554648_a_at",-1.56104912051868,-0.0116609227692308,-13.9680068841388,2.75246457801384e-29,2.4957048226021e-27,55.9573954525823,"DUOXA1"
"238332_at",-2.60311813995824,-0.0156459292884615,-13.9624029608328,2.85043812183922e-29,2.58026000515827e-27,55.9226877099411,"ANKRD29"
"218775_s_at",-1.71713551953626,-0.0126492720576923,-13.9567738781653,2.95236760586318e-29,2.6681107248028e-27,55.8878224541854,"WWC2"
"240890_at",-1.63464355873187,-0.00415216717307692,-13.9468473131339,3.14108922529285e-29,2.8339777787605e-27,55.8263354613664,"CASP4LP"
"229319_at",-1.37877336033187,-0.00531859991666667,-13.9449125982534,3.17925484374347e-29,2.86368630282824e-27,55.8143508680344,NA
"226731_at",-1.8679831626989,-0.00598125961538461,-13.9390101307193,3.29858468811628e-29,2.96141408575957e-27,55.7777868030093,"ITGA1"
"212636_at",-1.83402005452747,-0.0131004027307692,-13.9235818074322,3.63211394778703e-29,3.23957308475132e-27,55.6822041689896,"QKI"
"226071_at",-1.87990109427692,-0.0240682502307692,-13.90780010381,4.00825252258332e-29,3.54613603029519e-27,55.584419356511,"ADAMTSL4"
"212951_at",-2.52431914004615,-0.0139970704679487,-13.9068189272608,4.03288595565425e-29,3.5621654220581e-27,55.578339473001,"ADGRF5"
"212230_at",-1.5550899999956,-0.0107039059615385,-13.8968892382767,4.29087270995389e-29,3.77783358158984e-27,55.5168071163932,"PLPP3"
"205259_at",-2.21411037897143,-0.00807225387179488,-13.8937848596319,4.37487129073176e-29,3.84559626721478e-27,55.49756883884,"NR3C2"
"240397_x_at",-1.49140040858461,-0.0124672500128205,-13.8882822279198,4.52782851040174e-29,3.97366009319767e-27,55.4634670254151,"COLEC12"
"227923_at",-1.52310191361978,-0.0107903458782051,-13.8649239253205,5.23904140680813e-29,4.56121956874577e-27,55.3186898602937,"SHANK3"
"204497_at",-1.65124751846593,-0.00416462724358975,-13.8631831366217,5.29632212295454e-29,4.60375853851414e-27,55.3078991607178,"ADCY9"
"209458_x_at",-3.20049049748571,-0.00902536807692308,-13.8622355569842,5.32776541443671e-29,4.62373927038615e-27,55.302025294746,"HBA1"
"205978_at",-1.78761482068352,0.00302988113461539,-13.8598073062145,5.40919731185716e-29,4.68697088788891e-27,55.2869728225964,"KL"
"210068_s_at",-3.38695304444835,-0.00750833169230769,-13.8594839695722,5.42013408494227e-29,4.68901631478194e-27,55.2849684701272,"AQP4"
"232060_at",-2.12870086138461,-0.0192142686025641,-13.8555318322028,5.55561701380252e-29,4.79863128324886e-27,55.2604688829301,"ROR1"
"230082_at",-1.1142307382989,-0.0041646237051282,-13.8500911132682,5.74769480592838e-29,4.95670683776237e-27,55.2267401821393,NA
"205779_at",-1.7493662233956,-0.00698671369871794,-13.8395029092115,6.14076935722299e-29,5.28734747411287e-27,55.1610963659568,"RAMP2"
"226203_at",-1.22148845007033,-0.00379473342307693,-13.834741587159,6.32619439227582e-29,5.41290576522192e-27,55.1315757123335,"MYO9A"
"219999_at",-1.07734110810989,-0.00546073573076923,-13.8290021551693,6.55717868982456e-29,5.60177726353371e-27,55.095989181891,"MAN2A2"
"212535_at",-1.00389373413626,-0.00665907323076923,-13.8226031337327,6.82467867295796e-29,5.82005488350327e-27,55.0563110323815,"MEF2A"
"230104_s_at",-2.11462000638681,0.00471524675641025,-13.8223853178663,6.83397390984746e-29,5.82005488350327e-27,55.0549603947801,"TPPP"
"1555579_s_at",-1.8648967914945,-0.0127260325512821,-13.8186531858361,6.99522563594405e-29,5.93115071200829e-27,55.0318177407728,"PTPRM"
"235849_at",-2.05636429040659,-0.0141014215320513,-13.8186133332835,6.99696791814421e-29,5.93115071200829e-27,55.0315706145491,"SCARA5"
"233611_at",-1.46742833078901,-0.000608769826923077,-13.8155192662342,7.13356985686686e-29,6.03758408551386e-27,55.0123840232611,NA
"1556314_a_at",-1.83437006713626,0.000470176185897439,-13.8149932032927,7.15705952713258e-29,6.04810246748028e-27,55.0091218121501,"ZNF366"
"204018_x_at",-3.09781710973846,-0.00995834425000001,-13.8116051340456,7.3102097491278e-29,6.16798947582658e-27,54.9881114576596,"HBA1"
"226016_at",-1.53579571227033,-0.00325971778846154,-13.8105668139342,7.35779841607121e-29,6.18904043690297e-27,54.98167243443,"CD47"
"201539_s_at",-2.50408247075384,-0.0185277238525641,-13.8028152617037,7.7230114062337e-29,6.47631362938386e-27,54.9336003995015,"FHL1"
"214438_at",-1.27197316251429,-0.00202413584615385,-13.7986204353348,7.92816274969265e-29,6.63816689646931e-27,54.9075845332206,"HLX"
"202760_s_at",-1.7701557753956,-0.00606567382692308,-13.7945715999527,8.13134777573131e-29,6.79788134003225e-27,54.8824732732273,"PALM2AKAP2"
"214505_s_at",-2.65222949603956,-0.0186075367820513,-13.7925916581861,8.23259839196617e-29,6.87202010810306e-27,54.8701931965075,"FHL1"
"222453_at",-1.97980342215385,-0.0218690105897436,-13.7883652206163,8.45297407152773e-29,7.03449554582616e-27,54.8439791732728,"CYBRD1"
"217414_x_at",-3.08156740299121,-0.0073735616474359,-13.7838182164566,8.69666501772016e-29,7.22629422255091e-27,54.8157759031445,"HBA2"
"228469_at",-1.45198188943956,-0.00672040512179488,-13.775221946811,9.17675632481796e-29,7.61364418906558e-27,54.7624539094777,NA
"208740_at",-1.31424578194945,-0.00559988194230769,-13.7700827509756,9.4763571310356e-29,7.83842399605706e-27,54.7305741772282,"SAP18"
"201700_at",-1.17212436736923,-0.00481410416025641,-13.7612477414553,1.00144838717391e-28,8.27102576566969e-27,54.6757654190506,"CCND3"
"210838_s_at",-1.32980509429231,-0.00356933135256411,-13.753953178782,1.04817700065218e-28,8.64390309361355e-27,54.6305101511577,"ACVRL1"
"226280_at",-1.28855255137363,-0.0101109824294872,-13.7494342580635,1.07821375782186e-28,8.8746922308098e-27,54.6024736219733,"BNIP2"
"204368_at",-2.41144699091868,-0.0140088973846154,-13.7492570120534,1.07940929739159e-28,8.8746922308098e-27,54.6013739230879,"SLCO2A1"
"1559605_a_at",-1.42520989249011,-0.00400901768589744,-13.7386375206847,1.15351437442121e-28,9.46972949271465e-27,54.5354840172315,"LINC01936"
"212914_at",-1.45519519788791,-0.00864349225,-13.7381278045316,1.15719669849973e-28,9.48571656528823e-27,54.5323212886234,"CBX7"
"214433_s_at",-2.73812388685494,-0.0194959774294872,-13.7302091175562,1.21593876634073e-28,9.93743677872641e-27,54.4831852031738,"SELENBP1"
"207069_s_at",-2.33976422260879,0.00617670351923077,-13.7293642601933,1.22237970999796e-28,9.97516576778188e-27,54.477942622254,"SMAD6"
"230595_at",-1.49873442494945,-0.0010605224102564,-13.7279338124032,1.23336299890648e-28,1.00497946296888e-26,54.4690662096078,"PGM5-AS1"
"215299_x_at",-1.35637517217363,-0.0112558889423077,-13.7170106193905,1.32055744697008e-28,1.07442676209954e-26,54.4012809541034,"SULT1A1"
"205405_at",-1.53188730685494,-0.0168972088141026,-13.7162681350107,1.32670359588815e-28,1.07714624389193e-26,54.3966731720126,"SEMA5A"
"201809_s_at",-1.56708418395385,-0.0159103849166667,-13.7132240933413,1.3522024641556e-28,1.09485468079987e-26,54.3777818937225,"ENG"
"235561_at",-1.67095928446593,-0.00359459302564102,-13.7130500714255,1.35367492312888e-28,1.09485468079987e-26,54.3767019032773,"TXNL1"
"214366_s_at",-2.0254949360967,-0.0228540324615385,-13.7023392064856,1.44746253326781e-28,1.16725684375247e-26,54.3102269412631,"ALOX5"
"235494_at",-1.21153833823297,-0.00184688756410256,-13.6997422407892,1.47116567279707e-28,1.1846241997081e-26,54.2941085680813,"LSAMP"
"230282_at",-1.08013557222418,-0.00712253555128205,-13.6950107006658,1.51535512695168e-28,1.21662322417156e-26,54.2647409123302,"TSPAN3"
"207317_s_at",-1.54609709721538,-0.00885012462179487,-13.6937975058423,1.52689804622451e-28,1.22409311843585e-26,54.2572107069126,"CASQ2"
